com.android.db.AllDataMailBody -> com.android.a.a:
    boolean disableAuthLogin -> disableAuthLogin
    boolean disableAuthPlain -> disableAuthPlain
    boolean enableStartTLS -> enableStartTLS
    boolean enableSASL -> enableSASL
    java.lang.String[] saslMechanisms -> saslMechanisms
    boolean forcePasswordRefresh -> forcePasswordRefresh
    boolean enableImapEvents -> enableImapEvents
    boolean connected -> connected
    java.io.PrintStream out -> out
    com.sun.mail.imap.IMAPStore$ConnectionPool pool -> pool
    boolean $assertionsDisabled -> $assertionsDisabled
    boolean protocolConnect(java.lang.String,int,java.lang.String,java.lang.String) -> protocolConnect
    void login(com.sun.mail.imap.protocol.IMAPProtocol,java.lang.String,java.lang.String) -> login
    void setUsername(java.lang.String) -> setUsername
    void setPassword(java.lang.String) -> setPassword
    com.sun.mail.imap.protocol.IMAPProtocol getProtocol(com.sun.mail.imap.IMAPFolder) -> getProtocol
    com.sun.mail.imap.protocol.IMAPProtocol getStoreProtocol() -> getStoreProtocol
    boolean allowReadOnlySelect() -> allowReadOnlySelect
    boolean hasSeparateStoreConnection() -> hasSeparateStoreConnection
    boolean getConnectionPoolDebug() -> getConnectionPoolDebug
    boolean isConnectionPoolFull() -> isConnectionPoolFull
    void releaseProtocol(com.sun.mail.imap.IMAPFolder,com.sun.mail.imap.protocol.IMAPProtocol) -> releaseProtocol
    void releaseStoreProtocol(com.sun.mail.imap.protocol.IMAPProtocol) -> releaseStoreProtocol
    void emptyConnectionPool(boolean) -> emptyConnectionPool
    void timeoutConnections() -> timeoutConnections
    int getFetchBlockSize() -> getFetchBlockSize
    javax.mail.Session getSession() -> getSession
    int getStatusCacheTimeout() -> getStatusCacheTimeout
    int getAppendBufferSize() -> getAppendBufferSize
    int getMinIdleTime() -> getMinIdleTime
    boolean hasCapability(java.lang.String) -> hasCapability
    boolean isConnected() -> isConnected
    void close() -> close
    void finalize() -> finalize
    void cleanup() -> cleanup
    void cleanup(boolean) -> cleanup
    javax.mail.Folder getDefaultFolder() -> getDefaultFolder
    javax.mail.Folder getFolder(java.lang.String) -> getFolder
    javax.mail.Folder getFolder(javax.mail.URLName) -> getFolder
    javax.mail.Folder[] getPersonalNamespaces() -> getPersonalNamespaces
    javax.mail.Folder[] getUserNamespaces(java.lang.String) -> getUserNamespaces
    javax.mail.Folder[] getSharedNamespaces() -> getSharedNamespaces
    com.sun.mail.imap.protocol.Namespaces getNamespaces() -> getNamespaces
    javax.mail.Folder[] namespaceToFolders(com.sun.mail.imap.protocol.Namespaces$Namespace[],java.lang.String) -> namespaceToFolders
    javax.mail.Quota[] getQuota(java.lang.String) -> getQuota
    void setQuota(javax.mail.Quota) -> setQuota
    void checkConnected() -> checkConnected
    void handleResponse(com.sun.mail.iap.Response) -> handleResponse
    void idle() -> idle
    void waitIfIdle() -> waitIfIdle
    void handleResponseCode(com.sun.mail.iap.Response) -> handleResponseCode
com.sun.mail.imap.IMAPStore$ConnectionPool -> com.sun.mail.imap.IMAPStore$ConnectionPool:
    java.util.Vector authenticatedConnections -> authenticatedConnections
    java.util.Vector folders -> folders
    boolean separateStoreConnection -> separateStoreConnection
    boolean storeConnectionInUse -> storeConnectionInUse
    long clientTimeoutInterval -> clientTimeoutInterval
    long serverTimeoutInterval -> serverTimeoutInterval
    long lastTimePruned -> lastTimePruned
    int poolSize -> poolSize
    long pruningInterval -> pruningInterval
    boolean debug -> debug
    int RUNNING -> RUNNING
    int IDLE -> IDLE
    int ABORTING -> ABORTING
    int idleState -> idleState
    com.sun.mail.imap.protocol.IMAPProtocol idleProtocol -> idleProtocol
    void access$0(com.sun.mail.imap.IMAPStore$ConnectionPool,long) -> access$0
    void access$1(com.sun.mail.imap.IMAPStore$ConnectionPool,boolean) -> access$1
    void access$2(com.sun.mail.imap.IMAPStore$ConnectionPool,int) -> access$2
    boolean access$3(com.sun.mail.imap.IMAPStore$ConnectionPool) -> access$3
    int access$4(com.sun.mail.imap.IMAPStore$ConnectionPool) -> access$4
    void access$5(com.sun.mail.imap.IMAPStore$ConnectionPool,long) -> access$5
    long access$6(com.sun.mail.imap.IMAPStore$ConnectionPool) -> access$6
    void access$7(com.sun.mail.imap.IMAPStore$ConnectionPool,long) -> access$7
    long access$8(com.sun.mail.imap.IMAPStore$ConnectionPool) -> access$8
    void access$9(com.sun.mail.imap.IMAPStore$ConnectionPool,boolean) -> access$9
    java.util.Vector access$10(com.sun.mail.imap.IMAPStore$ConnectionPool) -> access$10
    boolean access$11(com.sun.mail.imap.IMAPStore$ConnectionPool) -> access$11
    boolean access$12(com.sun.mail.imap.IMAPStore$ConnectionPool) -> access$12
    java.util.Vector access$13(com.sun.mail.imap.IMAPStore$ConnectionPool) -> access$13
    void access$14(com.sun.mail.imap.IMAPStore$ConnectionPool,java.util.Vector) -> access$14
    void access$15(com.sun.mail.imap.IMAPStore$ConnectionPool,boolean) -> access$15
    long access$16(com.sun.mail.imap.IMAPStore$ConnectionPool) -> access$16
    long access$17(com.sun.mail.imap.IMAPStore$ConnectionPool) -> access$17
    void access$18(com.sun.mail.imap.IMAPStore$ConnectionPool,com.sun.mail.imap.protocol.IMAPProtocol) -> access$18
    int access$19(com.sun.mail.imap.IMAPStore$ConnectionPool) -> access$19
    void access$20(com.sun.mail.imap.IMAPStore$ConnectionPool,int) -> access$20
    com.sun.mail.imap.protocol.IMAPProtocol access$21(com.sun.mail.imap.IMAPStore$ConnectionPool) -> access$21
com.sun.mail.imap.LengthCounter -> com.sun.mail.imap.LengthCounter:
    int size -> size
    byte[] buf -> buf
    int maxsize -> maxsize
    void write(int) -> write
    void write(byte[],int,int) -> write
    void write(byte[]) -> write
    int getSize() -> getSize
    byte[] getBytes() -> getBytes
com.sun.mail.imap.MessageLiteral -> com.sun.mail.imap.MessageLiteral:
    javax.mail.Message msg -> msg
    int msgSize -> msgSize
    byte[] buf -> buf
    int size() -> size
    void writeTo(java.io.OutputStream) -> writeTo
com.sun.mail.imap.Rights -> com.sun.mail.imap.Rights:
    boolean[] rights -> rights
    void add(com.sun.mail.imap.Rights$Right) -> add
    void add(com.sun.mail.imap.Rights) -> add
    void remove(com.sun.mail.imap.Rights$Right) -> remove
    void remove(com.sun.mail.imap.Rights) -> remove
    boolean contains(com.sun.mail.imap.Rights$Right) -> contains
    boolean contains(com.sun.mail.imap.Rights) -> contains
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
    com.sun.mail.imap.Rights$Right[] getRights() -> getRights
    java.lang.Object clone() -> clone
    java.lang.String toString() -> toString
com.sun.mail.imap.Rights$Right -> com.sun.mail.imap.Rights$Right:
    com.sun.mail.imap.Rights$Right[] cache -> cache
    com.sun.mail.imap.Rights$Right LOOKUP -> LOOKUP
    com.sun.mail.imap.Rights$Right READ -> READ
    com.sun.mail.imap.Rights$Right KEEP_SEEN -> KEEP_SEEN
    com.sun.mail.imap.Rights$Right WRITE -> WRITE
    com.sun.mail.imap.Rights$Right INSERT -> INSERT
    com.sun.mail.imap.Rights$Right POST -> POST
    com.sun.mail.imap.Rights$Right CREATE -> CREATE
    com.sun.mail.imap.Rights$Right DELETE -> DELETE
    com.sun.mail.imap.Rights$Right ADMINISTER -> ADMINISTER
    char right -> right
    com.sun.mail.imap.Rights$Right getInstance(char) -> getInstance
    java.lang.String toString() -> toString
com.sun.mail.imap.Utility -> com.sun.mail.imap.Utility:
    com.sun.mail.imap.protocol.MessageSet[] toMessageSet(javax.mail.Message[],com.sun.mail.imap.Utility$Condition) -> toMessageSet
    com.sun.mail.imap.protocol.UIDSet[] toUIDSet(javax.mail.Message[]) -> toUIDSet
com.sun.mail.imap.Utility$Condition -> com.sun.mail.imap.Utility$Condition:
    boolean test(com.sun.mail.imap.IMAPMessage) -> test
com.sun.mail.imap.protocol.BASE64MailboxDecoder -> com.sun.mail.imap.protocol.BASE64MailboxDecoder:
    char[] pem_array -> pem_array
    byte[] pem_convert_array -> pem_convert_array
    java.lang.String decode(java.lang.String) -> decode
    int base64decode(char[],int,java.text.CharacterIterator) -> base64decode
com.sun.mail.imap.protocol.BASE64MailboxEncoder -> com.sun.mail.imap.protocol.BASE64MailboxEncoder:
    byte[] buffer -> buffer
    int bufsize -> bufsize
    boolean started -> started
    java.io.Writer out -> out
    char[] pem_array -> pem_array
    java.lang.String encode(java.lang.String) -> encode
    void write(int) -> write
    void flush() -> flush
    void encode() -> encode
com.sun.mail.imap.protocol.BODY -> com.sun.mail.imap.protocol.BODY:
    char[] name -> name
    int msgno -> msgno
    com.sun.mail.iap.ByteArray data -> data
    java.lang.String section -> section
    int origin -> origin
    com.sun.mail.iap.ByteArray getByteArray() -> getByteArray
    java.io.ByteArrayInputStream getByteArrayInputStream() -> getByteArrayInputStream
com.sun.mail.imap.protocol.BODYSTRUCTURE -> com.sun.mail.imap.protocol.BODYSTRUCTURE:
    char[] name -> name
    int msgno -> msgno
    java.lang.String type -> type
    java.lang.String subtype -> subtype
    java.lang.String encoding -> encoding
    int lines -> lines
    int size -> size
    java.lang.String disposition -> disposition
    java.lang.String id -> id
    java.lang.String description -> description
    java.lang.String md5 -> md5
    java.lang.String attachment -> attachment
    javax.mail.internet.ParameterList cParams -> cParams
    javax.mail.internet.ParameterList dParams -> dParams
    java.lang.String[] language -> language
    com.sun.mail.imap.protocol.BODYSTRUCTURE[] bodies -> bodies
    com.sun.mail.imap.protocol.ENVELOPE envelope -> envelope
    int SINGLE -> SINGLE
    int MULTI -> MULTI
    int NESTED -> NESTED
    int processedType -> processedType
    boolean parseDebug -> parseDebug
    boolean isMulti() -> isMulti
    boolean isSingle() -> isSingle
    boolean isNested() -> isNested
    javax.mail.internet.ParameterList parseParameters(com.sun.mail.iap.Response) -> parseParameters
    void parseBodyExtension(com.sun.mail.iap.Response) -> parseBodyExtension
com.sun.mail.imap.protocol.ENVELOPE -> com.sun.mail.imap.protocol.ENVELOPE:
    char[] name -> name
    int msgno -> msgno
    java.util.Date date -> date
    java.lang.String subject -> subject
    javax.mail.internet.InternetAddress[] from -> from
    javax.mail.internet.InternetAddress[] sender -> sender
    javax.mail.internet.InternetAddress[] replyTo -> replyTo
    javax.mail.internet.InternetAddress[] to -> to
    javax.mail.internet.InternetAddress[] cc -> cc
    javax.mail.internet.InternetAddress[] bcc -> bcc
    java.lang.String inReplyTo -> inReplyTo
    java.lang.String messageId -> messageId
    javax.mail.internet.MailDateFormat mailDateFormat -> mailDateFormat
    javax.mail.internet.InternetAddress[] parseAddressList(com.sun.mail.iap.Response) -> parseAddressList
com.sun.mail.imap.protocol.FLAGS -> com.sun.mail.imap.protocol.FLAGS:
    char[] name -> name
    int msgno -> msgno
    long serialVersionUID -> serialVersionUID
com.sun.mail.imap.protocol.FetchResponse -> com.sun.mail.imap.protocol.FetchResponse:
    com.sun.mail.imap.protocol.Item[] items -> items
    char[] HEADER -> HEADER
    char[] TEXT -> TEXT
    int getItemCount() -> getItemCount
    com.sun.mail.imap.protocol.Item getItem(int) -> getItem
    com.sun.mail.imap.protocol.Item getItem(java.lang.Class) -> getItem
    com.sun.mail.imap.protocol.Item getItem(com.sun.mail.iap.Response[],int,java.lang.Class) -> getItem
    void parse() -> parse
    boolean match(char[]) -> match
com.sun.mail.imap.protocol.IMAPAddress -> com.sun.mail.imap.protocol.IMAPAddress:
    boolean group -> group
    javax.mail.internet.InternetAddress[] grouplist -> grouplist
    java.lang.String groupname -> groupname
    long serialVersionUID -> serialVersionUID
    boolean isEndOfGroup() -> isEndOfGroup
    boolean isGroup() -> isGroup
    javax.mail.internet.InternetAddress[] getGroup(boolean) -> getGroup
com.sun.mail.imap.protocol.IMAPProtocol -> com.sun.mail.imap.protocol.IMAPProtocol:
    boolean connected -> connected
    boolean rev1 -> rev1
    boolean authenticated -> authenticated
    java.util.Map capabilities -> capabilities
    java.util.List authmechs -> authmechs
    java.lang.String[] searchCharsets -> searchCharsets
    java.lang.String name -> name
    com.sun.mail.imap.protocol.SaslAuthenticator saslAuthenticator -> saslAuthenticator
    com.sun.mail.iap.ByteArray ba -> ba
    byte[] CRLF -> CRLF
    java.lang.String idleTag -> idleTag
    byte[] DONE -> DONE
    void capability() -> capability
    void setCapabilities(com.sun.mail.iap.Response) -> setCapabilities
    void parseCapabilities(com.sun.mail.iap.Response) -> parseCapabilities
    void processGreeting(com.sun.mail.iap.Response) -> processGreeting
    boolean isAuthenticated() -> isAuthenticated
    boolean isREV1() -> isREV1
    boolean supportsNonSyncLiterals() -> supportsNonSyncLiterals
    com.sun.mail.iap.Response readResponse() -> readResponse
    boolean hasCapability(java.lang.String) -> hasCapability
    java.util.Map getCapabilities() -> getCapabilities
    void disconnect() -> disconnect
    void noop() -> noop
    void logout() -> logout
    void login(java.lang.String,java.lang.String) -> login
    void authlogin(java.lang.String,java.lang.String) -> authlogin
    void authplain(java.lang.String,java.lang.String,java.lang.String) -> authplain
    void sasllogin(java.lang.String[],java.lang.String,java.lang.String,java.lang.String,java.lang.String) -> sasllogin
    java.io.OutputStream getIMAPOutputStream() -> getIMAPOutputStream
    void proxyauth(java.lang.String) -> proxyauth
    void startTLS() -> startTLS
    com.sun.mail.imap.protocol.MailboxInfo select(java.lang.String) -> select
    com.sun.mail.imap.protocol.MailboxInfo examine(java.lang.String) -> examine
    com.sun.mail.imap.protocol.Status status(java.lang.String,java.lang.String[]) -> status
    void create(java.lang.String) -> create
    void delete(java.lang.String) -> delete
    void rename(java.lang.String,java.lang.String) -> rename
    void subscribe(java.lang.String) -> subscribe
    void unsubscribe(java.lang.String) -> unsubscribe
    com.sun.mail.imap.protocol.ListInfo[] list(java.lang.String,java.lang.String) -> list
    com.sun.mail.imap.protocol.ListInfo[] lsub(java.lang.String,java.lang.String) -> lsub
    com.sun.mail.imap.protocol.ListInfo[] doList(java.lang.String,java.lang.String,java.lang.String) -> doList
    void append(java.lang.String,javax.mail.Flags,java.util.Date,com.sun.mail.iap.Literal) -> append
    com.sun.mail.imap.AppendUID appenduid(java.lang.String,javax.mail.Flags,java.util.Date,com.sun.mail.iap.Literal) -> appenduid
    com.sun.mail.imap.AppendUID appenduid(java.lang.String,javax.mail.Flags,java.util.Date,com.sun.mail.iap.Literal,boolean) -> appenduid
    com.sun.mail.imap.AppendUID getAppendUID(com.sun.mail.iap.Response) -> getAppendUID
    void check() -> check
    void close() -> close
    void expunge() -> expunge
    void uidexpunge(com.sun.mail.imap.protocol.UIDSet[]) -> uidexpunge
    com.sun.mail.imap.protocol.BODYSTRUCTURE fetchBodyStructure(int) -> fetchBodyStructure
    com.sun.mail.imap.protocol.BODY peekBody(int,java.lang.String) -> peekBody
    com.sun.mail.imap.protocol.BODY fetchBody(int,java.lang.String) -> fetchBody
    com.sun.mail.imap.protocol.BODY fetchBody(int,java.lang.String,boolean) -> fetchBody
    com.sun.mail.imap.protocol.BODY peekBody(int,java.lang.String,int,int) -> peekBody
    com.sun.mail.imap.protocol.BODY fetchBody(int,java.lang.String,int,int) -> fetchBody
    com.sun.mail.imap.protocol.BODY peekBody(int,java.lang.String,int,int,com.sun.mail.iap.ByteArray) -> peekBody
    com.sun.mail.imap.protocol.BODY fetchBody(int,java.lang.String,int,int,com.sun.mail.iap.ByteArray) -> fetchBody
